name,type,episodes,mal_id
Cowboy Bebop: Yose Atsume Blues,Special,1,4037
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie,1,21395
D4DJ All Mix,TV,12,51586
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",Movie,1,35086
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Movie,1,19645
Feng Ling Yu Xiu 2nd Season,ONA,12,55692
Fushigi Mahou Fun Fun Pharmacy,TV,48,8503
Gallery Fake,TV,37,364
Gangsta.,TV,12,25183
Guilty Crown,TV,22,10793
Higurashi no Naku Koro ni Rei,OVA,5,3652
Itazura na Kiss,TV,25,3731
Jashin-chan Dropkick X,TV,12,42994
Shinreigari,TV,22,2596
Shinryaku! Ika Musume,TV,12,8557
Suki tte Ii na yo.,TV,13,14289
Tales of Symphonia The Animation: Sekai Tougou-hen,OVA,3,8995
"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",Special,1,11793
Tanaka-kun wa Itsumo Kedaruge Specials,Special,7,33157
Tenchi Muyou! in Love,Movie,1,1006
Tonikaku Kawaii: Kaisou,Special,1,45598
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,Movie,2,1911
Towa no Quon 3: Mugen no Renza,Movie,1,10714
Urusei Yatsura (2022),TV,23,50710
WWW.Working!!,TV,13,33094
Yaoguai Mingdan 2nd Season,ONA,21,36160
Yokohama Kaidashi Kikou,OVA,2,975
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,TV,12,42587
Kimi wo Aishita Hitori no Boku e,Movie,1,49835
Kuroshitsuji II Specials,Special,6,9136
Legendz: Yomigaeru Ryuuou Densetsu,TV,50,1590
Level E,TV,13,9834
Love Live! School Idol Project,TV,13,15051
Mahou Shoujo Lyrical Nanoha,TV,13,76
Mai-HiME,TV,26,98
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,OVA,1,6231
Mieruko-chan,TV,12,48483
Mitsuboshi Colors,TV,12,35078
Nanatsu no Umi no Tico,TV,39,3199
Pokemon (2023),TV,,53876
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,ONA,3,51145
Rozen Maiden,TV,12,64
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Special,1,3674
Senyuu. 2,TV,13,18523
Kingsglaive: Final Fantasy XV,Movie,1,33082
Kyou kara Maou! R,OVA,5,2971
Majimoji Rurumo: Kanketsu-hen,OVA,2,38357
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,OVA,1,10703
Mirai Nikki (TV),TV,26,10620
"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",OVA,1,34277
New Initial D Movie: Battle Digest,OVA,1,50846
Nichijou: Nichijou no 0-wa,OVA,1,8857
One Punch Man 2nd Season Specials,Special,6,39705
Plawres Sanshirou,TV,37,1873
Pokemon XY,TV,93,19291
Psycho-Pass 2,TV,11,23281
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,8317
Bokutachi no Remake,TV,12,40904
Chobits,TV,26,59
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,Movie,1,44616
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,1,34103
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,14837
Gantz:O,Movie,1,32071
Gokusen,TV,13,242
Hakuouki OVA,OVA,2,11663
Hori-san to Miyamura-kun,OVA,6,14753
Initial D Extra Stage 2,OVA,1,5228
Isekai Shokudou,TV,12,34012
Shugo Chara!,TV,51,2923
Sketchbook: Full Color's,TV,13,2942
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,Movie,3,41714
Taiho Shichau zo The Movie,Movie,1,2013
Tamako Market,TV,12,16417
Wanneng Lian Ai Zahuo Dian,ONA,16,57097
Xingchen Bian,ONA,12,38491
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,OVA,2,24627
Zero no Tsukaima: Futatsuki no Kishi,TV,12,1840
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,Movie,3,41814
Super GALS! Kotobuki Ran,TV,52,1728
Taiho Shichau zo: Second Season,TV,26,2014
Tensai Ouji no Akaji Kokka Saisei Jutsu,TV,12,47159
Tonari no Seki-kun OVA,OVA,1,20977
Tsurune Movie: Hajimari no Issha,Movie,1,43556
Vandread: The Second Stage,TV,13,181
Waga Seishun no Arcadia: Mugen Kidou SSX,TV,22,2203
Whistle!,TV,39,183
X,TV,24,156
Xian Wang de Richang Shenghuo 2,ONA,12,44069
Yama no Susume: Omoide Present,OVA,1,35673
Yoake Tsugeru Lu no Uta,Movie,1,34792
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,Special,2,36951
Zhu Xian,ONA,26,49759
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,Movie,1,5290
Love Live! Sunshine!!,TV,13,32526
Lupin Zero,ONA,6,53414
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,OVA,3,4188
Mahouka Koukou no Rettousei,TV,26,20785
Mardock Scramble: The Third Exhaust,Movie,1,12053
Medaka Box Abnormal,TV,12,14527
Minami-ke Omatase,OVA,1,14575
Nurse Angel Ririka SOS,TV,35,616
Osomatsu-san Special,Special,1,32026
Pokemon,TV,276,527
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,Movie,1,40587
Shark'd,ONA,1,53074
Ajin,TV,13,31580
Aldnoah.Zero,TV,12,22729
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,Movie,1,24919
Boruto: Naruto the Movie,Movie,1,28755
Captain Tsubasa Season 2: Junior Youth-hen,TV,39,54803
Cider no You ni Kotoba ga Wakiagaru,Movie,1,39175
Cross Ange: Tenshi to Ryuu no Rondo,TV,25,25731
Fate/stay night Movie: Unlimited Blade Works,Movie,1,6922
Gunslinger Girl,TV,13,134
Hakkenden: Touhou Hakken Ibun,TV,13,15613
Hal,Movie,1,16528
Hanhua Riji 3rd Season,ONA,12,50401
Ai no Wakakusa Monogatari,TV,48,2548
Alps no Shoujo Heidi,TV,52,2225
Amagami SS+ Plus,TV,13,11235
Ayakashi: Japanese Classic Horror,TV,11,586
Baby I Love You Daze,ONA,1,38824
Bishoujo Senshi Sailor Moon Memorial,OVA,5,8756
Bishoujo Senshi Sailor Moon SuperS Specials,Special,3,3076
City Hunter: Ai to Shukumei no Magnum,Movie,1,1474
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,Movie,1,6460
Doraemon,TV,26,501
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,Movie,1,31201
Dotto Koni-chan,TV,26,1684
Full Metal Panic! The Second Raid Episode 00,Special,1,6291
Futatsu no Spica,TV,20,344
Hanhua Riji 2nd Season,ONA,12,42956
Hokuto no Ken: Toki-den,OVA,1,4312
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie,1,9032
Isekai Quartet,TV,12,38472
Joshiraku OVA,OVA,1,15591
Shingeki no Kyojin: Ano Hi Kara,Special,1,19285
Slayers Evolution-R,TV,13,5233
Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13,17080
Sunabouzu,TV,24,25
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Movie,1,19021
Wushen Zhuzai,ONA,496,41409
Yi Ren Zhi Xia 2,ONA,24,35333
Yowamushi Pedal: Limit Break,TV,25,50552
Yozakura Quartet: Hoshi no Umi,OVA,3,8457
Yuuki Yuuna wa Yuusha de Aru,TV,12,25519
Kemono Jihen,TV,12,40908
Kinnikuman,TV,137,3272
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,13,38959
Major 2nd,TV,25,36565
Meitantei Conan: Hiiro no Fuzai Shoumei,Movie,1,47413
Meitantei Holmes,TV,26,1972
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,Special,1,36616
NG Knight Ramune & 40,TV,38,2084
Noblesse: Awakening,ONA,1,32668
Osomatsu-san 3rd Season,TV,25,42391
RahXephon,TV,26,165
Saber Marionette J,TV,25,573
Sakura Quest,TV,25,34494
Scrapped Princess,TV,24,167
Shin Getter Robo,OVA,13,2978
Shin Kidou Senki Gundam Wing: Operation Meteor,OVA,4,3626
Kamichu!,TV,12,489
Karas,OVA,6,389
Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,1,32574
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,OVA,1,1241
Kin no Kuni Mizu no Kuni,Movie,1,52186
Kiznaiver,TV,12,31798
Kore wa Zombie desu ka? OVA,OVA,2,10209
Love Stage!!: Chotto ja Nakutte,OVA,1,23441
Mikakunin de Shinkoukei,TV,12,20541
Minami-ke Natsuyasumi,OVA,1,20221
Miracle☆Girls,TV,51,2834
Naruto x UT,OVA,1,10075
Ni Tian Xieshen,ONA,30,55745
Oda Nobuna no Yabou,TV,12,11933
Oruchuban Ebichu,TV,24,1060
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,Special,1,35338
Saiyuuki Reload,TV,25,130
Saiyuuki Reload Gunlock,TV,26,131
Senryuu Shoujo,TV,12,38787
Shakugan no Shana Movie,Movie,1,1815
Boku no Hero Academia 5th Season,TV,25,41587
Chiisana Penguin Lolo no Bouken,OVA,3,4138
Comic Girls,TV,12,35756
Dakaretai Otoko 1-i ni Odosarete Imasu.,TV,13,37597
Fairy Tail Movie 1: Houou no Miko,Movie,1,12049
Fanren Xiu Xian Chuan: Chongzhi Ban,ONA,21,54444
Flanders no Inu,TV,52,2553
Freedom,OVA,7,1747
Ginga Tetsudou no Yoru,Movie,1,1441
Gunsmith Cats,OVA,3,650
Hakata Tonkotsu Ramens,TV,12,35889
"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",Movie,1,42387
Hiyoko no Basket Movie: Last Game 0401,ONA,1,35327
Honoo no Toukyuuji: Dodge Danpei,TV,47,2228
Huyao Xiao Hongniang: Qian Yan,ONA,15,36545
Inu x Boku SS,TV,12,11013
Shippuu! Iron Leaguer,TV,52,2758
Shiro Seijo to Kuro Bokushi,TV,12,52082
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,8098
Soukyuu no Fafner: Dead Aggressor - Right of Left,Special,1,560
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,OVA,,9874
Uchuu no Stellvia,TV,26,113
Zoids,TV,67,763
Sora no Otoshimono: Project Pink,OVA,1,7858
Suite Precure♪,TV,48,9893
Tales of Zestiria: Doushi no Yoake,Special,1,24459
Tennis no Oujisama: Sonzoku Yama no Hi,OVA,1,1190
Tiger & Bunny Movie 1: The Beginning,Movie,1,12015
Watashi no Oshi wa Akuyaku Reijou.,TV,12,53833
World Dai Star,TV,12,53698
Yomigaeru Sora: Rescue Wings,TV,12,798
Yowamushi Pedal: Re:Ride,Movie,1,25755
Karakuri Zoushi Ayatsuri Sakon,TV,26,2204
Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,Special,4,2743
Kimagure Orange☆Road OVA,OVA,8,2458
Kiratto Pri☆chan Season 3,TV,51,40880
Kyokou Suiri Season 2,TV,12,44204
Mahou no Tenshi Creamy Mami,TV,52,2044
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,13,40496
Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,OVA,1,1368
Nisekoi OVA,OVA,3,24227
Ojamajo Doremi,TV,51,350
Otona Joshi no Anime Time,Special,4,10178
Prison School: Mad Wax,OVA,1,32485
Ryman's Club,TV,12,50185
Ryuu no Haisha,Special,2,34549
s.CRY.ed,TV,26,168
Seto no Hanayome OVA Specials,Special,2,7041
Shigurui,TV,12,2216
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",Movie,1,2098
Afro Samurai,TV,5,1292
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,1,33818
Atashin'chi,TV,330,3006
Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,OVA,1,42519
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,52,2813
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,1,1479
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,33028
Deca-Dence,TV,12,40056
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,Movie,1,2656
Future GPX Cyber Formula 11,OVA,6,1392
Future GPX Cyber Formula Saga,OVA,8,1394
Gamba no Bouken,TV,26,5267
Hakuouki,TV,12,6895
Hataraku Saibou!!,TV,8,39586
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,Special,6,31326
Isekai Quartet 2,TV,12,39988
AKB0048,TV,13,12149
Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,1,33513
Ao no Exorcist: Kyoto Fujouou-hen,TV,12,33506
Aoki Hagane no Arpeggio: Ars Nova,TV,12,18893
BNA,TV,12,40060
Boku no Hero Academia the Movie 1: Futari no Hero Specials,Special,2,38699
Captain Tsubasa,TV,128,2116
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,1,7045
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,Movie,1,2393
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Movie,1,906
Garo: Honoo no Kokuin,TV,24,23311
Glass no Kamen,TV,23,506
Gosenzo-sama Banbanzai!,OVA,6,4639
Hadashi no Gen 2,Movie,1,1825
Handa-kun,TV,12,32648
Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,Movie,1,42422
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,OVA,1,10765
Hyouka: Motsubeki Mono wa,OVA,1,13469
Idol Time PriPara,TV,51,34787
"Suisei no Gargantia: Meguru Kouro, Haruka",OVA,2,23319
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,1,3352
The iDOLM@STER Cinderella Girls 2nd Season,TV,12,30344
Toaru Majutsu no Index,TV,24,4654
Urusei Yatsura OVA,OVA,11,1919
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,Movie,1,35645
Yao Shen Ji 5th Season,ONA,104,50274
Yowamushi Pedal: Special Ride,OVA,1,18177
Yuyushiki,TV,12,15911
Kaginado Season 2,TV,12,50685
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special,1,10298
Kemonozume,TV,13,1454
Kidou Shinseiki Gundam X,TV,39,92
Luo Xiao Hei Zhan Ji,ONA,28,33443
Mahou no Angel Sweet Mint,TV,47,2040
Mahoutsukai Precure!,TV,50,31884
Majokko Shimai no Yoyo to Nene,Movie,1,15813
Meitantei Conan Bonus File: Fantasista no Hana,OVA,1,13837
Mini Dragon,ONA,13,48590
Nami yo Kiitekure,TV,12,40513
Nisekoi:,TV,12,27787
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,Special,1,3965
Oushitsu Kyoushi Heine Movie,Movie,1,38313
Quanzhi Fashi III,ONA,12,38528
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,1,1010
Re:␣Hamatora,TV,12,23421
Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12,38992
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,12,47790
Selector Spread WIXOSS,TV,12,24037
Kaitou Joker 4th Season,TV,13,33490
Kaze no Shoujo Emily,TV,26,1878
Kidou Senshi Gundam: Cucuruz Doan no Shima,Movie,1,49827
Kore wa Zombie desu ka?,TV,12,8841
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,Movie,1,19193
Lodoss-tou Senki,OVA,13,207
Mai-Otome 0: S.ifr,OVA,3,3268
Mazinkaiser,OVA,7,1064
Meng Qi Shi Shen: Huanxi Zhui Hun,ONA,12,51203
Mononogatari 2nd Season,TV,12,54883
Nakitai Watashi wa Neko wo Kaburu,Movie,1,41168
Net-juu no Susume Special,Special,1,36043
Nogizaka Haruka no Himitsu Finale ♪,OVA,4,10928
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,Special,1,9124
Otome Game Sekai wa Mob ni Kibishii Sekai desu,TV,12,50461
Owaranai Seraph,Special,9,30714
Pandora Hearts Omake,Special,9,6896
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Movie,1,1117
Rekka no Honoo,TV,42,238
Sabage-bu!,TV,12,20709
Sakurada Reset,TV,24,34102
Seitokai no Ichizon Lv.2,ONA,10,10464
Shen Lan Qi Yu Wushuang Zhu,ONA,15,48965
Afro Samurai: Resurrection,Movie,1,4970
Bokutachi wa Benkyou ga Dekinai!,TV,13,40004
City Hunter: Bay City Wars,Movie,1,1475
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,8888
Gatchaman Crowds: Embrace,Special,1,23703
Heya Camp△,TV,12,38476
Huyao Xiao Hongniang: Nan Guo,ONA,26,36824
Jibaku-kun,TV,26,2330
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,Movie,1,48612
Shoukoushi Cedie,TV,43,2555
Strike Witches: Road to Berlin,TV,12,38005
Tetsujin 28-gou (2004),TV,26,2337
Tiger Mask,TV,105,3009
Tiger Mask Nisei,TV,33,5832
Toshokan Sensou: Koi no Shougai,Special,1,5332
Trinity Seven Movie 2: Heavens Library to Crimson Lord,Movie,1,37986
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA,1,28285
Wu Dong Qian Kun,ONA,12,39024
Xian Wang de Richang Shenghuo 3,ONA,12,50404
Yao Shen Ji 4th Season,ONA,52,40734
Yokoyama Mitsuteru Sangokushi,TV,47,970
Shokugeki no Souma OVA,OVA,2,31327
Slayers Specials,OVA,3,1170
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Movie,1,15307
Tamayura: Hitotose,TV,12,10232
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,Movie,1,815
Un-Go,TV,11,10798
Wonderful Precure!,TV,,57390
Xue Ying Ling Zhu 2nd Season,ONA,22,45599
Yeon-ae Halujeon 2,ONA,15,42629
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Special,3,9023
Kidou Senshi Gundam II: Ai Senshi-hen,Movie,1,1091
Kure-nai,TV,12,3358
Lupin III: Kutabare! Nostradamus,Movie,1,1419
Lupin III: Part 6 - Jidai,Special,1,50094
Lupin III: Walther P38,Special,1,1439
Madang-eul Naon Amtalg,Movie,1,12917
Madou King Granzort,TV,41,2818
Meng Qi Shi Shen: Zaijie Liangyuan,ONA,12,49847
Minami-ke Okawari,TV,13,3225
Nanbaka,TV,13,30016
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,1,6325
One Piece: Romance Dawn Story,OVA,1,5252
Onegai My Melody,TV,52,2489
Onegai My Melody: Kurukuru Shuffle!,TV,52,4114
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,10020
Owaranai Seraph: Nagoya-hen,Special,4,31918
Papa no Iukoto wo Kikinasai! OVA,OVA,2,17875
Poputepipikku TV Special,Special,2,37596
Precure All Stars Movie New Stage 3: Eien no Tomodachi,Movie,1,21031
Rozen Maiden (2013),TV,13,18041
Sakasama no Patema: Beginning of the Day,Special,4,13429
Sengoku Basara,TV,12,5355
Shakugan no Shana S,OVA,4,6572
"""Bungaku Shoujo"" Movie",Movie,1,6408
Aa! Megami-sama! (2011),OVA,3,9611
Allison to Lillia,TV,26,3549
Ani ni Tsukeru Kusuri wa Nai! 5,ONA,12,49599
Bartender,TV,11,1589
Beelzebub Specials,Special,16,10479
Carnival Phantasm: HibiChika Special,Special,1,15927
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,Movie,1,8362
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,Special,1,17535
Free!,TV,12,18507
Fushigiboshi no☆Futagohime Gyu!,TV,52,1886
Ginga Kikoutai Majestic Prince,TV,24,15863
Healer Girl,TV,12,48857
Heisei Inu Monogatari Bow,TV,40,2749
High School DxD,TV,12,11617
Hokkyoku Hyakkaten no Concierge-san,Movie,1,55115
Honobono Log,TV,10,33241
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",Special,1,10804
Aa! Megami-sama! (TV),TV,24,50
Araburu Kisetsu no Otome-domo yo.,TV,12,38753
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,Special,1,5244
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Special,1,1278
Black Cat (TV),TV,23,68
Black Jack the Movie,Movie,1,1521
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Special,1,32365
Cang Lan Jue Part 2,ONA,12,53905
Captain Herlock,Movie,1,17269
Cardcaptor Sakura: Kero-chan ni Omakase!,Movie,1,1078
Chibi Maruko-chan (1995),TV,,6149
Cinderella Monogatari,TV,26,2817
City Hunter: Hyakuman Dollar no Inbou,Movie,1,1476
D-Frag!*,OVA,1,23383
Da Li Si Rizhi 2nd Season,ONA,12,50240
Date A Live Movie: Mayuri Judgment,Movie,1,24655
Date A Live: Date to Date,OVA,1,17641
Drifters: The Outlandish Knight,OVA,1,38360
Fuuto Tantei,TV,12,48649
Gakuen Utopia Manabi Straight!,TV,12,1858
Genki Bakuhatsu Ganbaruger,TV,47,2916
Hanayamata,TV,12,21681
Himouto! Umaru-chan R,TV,12,35376
Hottarake no Shima: Haruka to Mahou no Kagami,Movie,1,5998
Huyao Xiao Hongniang: Zhu Ye,ONA,12,38533
Shokugeki no Souma: Gou no Sara,TV,13,40902
Slam Dunk (Movie),Movie,1,1764
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,OVA,1,30547
Uma Musume: Pretty Derby,TV,13,35249
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,Special,1,49241
Xian Wang de Richang Shenghuo,ONA,15,41094
Xiao Lu He Xiao Lan,ONA,72,38250
YAT Anshin! Uchuu Ryokou,TV,50,1891
YAT Anshin! Uchuu Ryokou 2,TV,25,1892
Zero no Tsukaima: Princesses no Rondo,TV,12,3712
Zoids Shinseiki/Zero,TV,26,764
Kaikan Phrase,TV,44,1021
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,TV,50,2544
Koori Zokusei Danshi to Cool na Douryou Joshi,TV,12,52173
Little Busters! Sekai no Saitou wa Ore ga Mamoru!,OVA,1,17643
Love Live! μ's Final Love Live! Opening Animation,Special,1,33106
Mardock Scramble: The Second Combustion,Movie,1,10624
Megami no Café Terrace,TV,12,52973
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA,1,10531
Meitantei Conan OVA 02: 16-nin no Yougisha,OVA,1,2512
Miracle Giants Doumu-kun,TV,49,5273
Nekojiru-sou,OVA,1,601
Nihon Animator Mihonichi,ONA,35,28149
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,Movie,1,1526
Saki Achiga-hen: Episode of Side-A,TV,12,10884
Sewayaki Kitsune no Senko-san,TV,12,38759
Shigofumi: Sore kara,Special,1,4715
Kimi ni Todoke 2nd Season: Minitodo Gekijou,Special,3,10536
Love Hina Christmas Special: Silent Eve,Special,1,191
Love Lab,TV,13,16353
Lupin III: Otakara Henkyaku Daisakusen!!,Special,1,1424
One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Movie,1,2107
One Piece: Mamore! Saigo no Dai Butai,Special,1,1238
Ore wo Suki nano wa Omae dake ka yo,TV,12,38483
Piano no Mori (TV),TV,12,36652
Poketoon,ONA,8,42161
Quanzhi Fashi IV,ONA,12,40005
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,12,43470
Ristorante Paradiso,TV,11,5984
Robotics;Notes,TV,22,13599
Shin Grimm Meisaku Gekijou,TV,23,4061
Animal Yokochou,TV,51,280
Appleseed Saga Ex Machina,Movie,1,2969
Baki,ONA,26,34443
Bubblegum Crisis,OVA,8,1347
Crayon Shin-chan Movie 04: Henderland no Daibouken,Movie,1,8359
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,13,29067
Dareka no Manazashi,Movie,1,17121
Doraemon Movie 12: Nobita no Dorabian Nights,Movie,1,2670
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Movie,1,901
Galaxy Angel 3,TV,26,653
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Movie,1,484
High School Fleet,TV,12,31500
Idaten Jump,TV,52,1316
Initial D Extra Stage,OVA,2,822
Slayers Great,Movie,1,868
Steamboy,Movie,1,565
Strike Witches: Operation Victory Arrow,OVA,3,23725
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1,1146
The iDOLM@STER Cinderella Girls: U149 Special,Special,1,55802
The Third: Aoi Hitomi no Shoujo,TV,24,944
Towa no Quon 2: Konton no Ranbu,Movie,1,10713
Tsuki to Laika to Nosferatu,TV,12,48471
Wagamama☆Fairy Mirumo de Pon!,TV,172,1744
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,Movie,1,3051
"Yuyushiki: Komarasetari, Komarasaretari",OVA,1,33035
Shinrei Tantei Yakumo,TV,13,7662
Slayers Excellent,OVA,3,1171
Slayers Gorgeous,Movie,1,867
Slayers Return,Movie,1,869
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,Movie,3,40109
Sousei no Onmyouji,TV,50,32105
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,OVA,13,1081
Speed Grapher,TV,24,198
Tales of Zestiria the Cross 2nd Season,TV,13,34086
The Animatrix,OVA,9,1303
"Tokyo Ghoul: ""Jack""",OVA,1,30458
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Movie,1,807
Wu Geng Ji Zhi Tianqi,ONA,42,36910
Zoku Touken Ranbu: Hanamaru,TV,12,34863
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,Movie,1,37303
Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,Movie,1,6288
Kowarekake no Orgel,OVA,1,9213
Kyojin no Hoshi,TV,182,5834
Kyuujitsu no Warumono-san,TV,12,54617
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,OVA,1,53671
Onihei,TV,13,33983
Peace Maker Kurogane,TV,24,161
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,Movie,1,2847
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,Movie,1,5753
Rakuen Tsuihou,Movie,1,13391
Re:Zero kara Hajimeru Break Time 2nd Season,Special,25,42364
Rurouni Kenshin Special,Special,1,12067
Seijo no Maryoku wa Bannou desu,TV,12,42826
Seitokai no Ichizon,TV,12,5909
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,ONA,15,55740
Ame wo Tsugeru Hyouryuu Danchi,Movie,1,49938
Artiswitch,ONA,6,49066
Aura: Maryuuin Kouga Saigo no Tatakai,Movie,1,14669
Bamboo Blade,TV,26,2986
"Chi's Sweet Home: Chi to Kocchi, Deau.",OVA,1,7972
D4DJ Double Mix,Special,1,51251
Dead Mount Death Play,TV,12,53613
Dogs: Bullets & Carnage,OVA,4,5593
Doraemon Movie 38: Nobita no Takarajima,Movie,1,35740
Doraemon Movie 39: Nobita no Getsumen Tansaki,Movie,1,38530
Doraemon: Obaachan no Omoide,Movie,1,2649
