name,type,episodes,mal_id
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,OVA,3,3734
Guilty Crown: Lost Christmas - An Episode of Port Town,OVA,1,13411
Hatsumei Boy Kanipan,TV,31,3689
Himitsu no Akko-chan,TV,94,3285
Hinata no Aoshigure,Movie,1,20673
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,Special,1,6566
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,OVA,1,10934
Andersen Douwa: Ningyohime,Movie,1,3043
Blood: The Last Vampire,Movie,1,405
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,Movie,1,36566
Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,Movie,1,50562
Doraemon Meets Hattori the Ninja,Special,1,2630
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Movie,1,38085
Gegege no Kitarou (1985),TV,108,7307
Generator Gawl,TV,12,1022
Hana no Mahoutsukai Mary Bell,TV,50,2804
High School Mystery: Gakuen Nanafushigi,TV,41,9882
Ibara no Ou,Movie,1,6610
Iblard Jikan,OVA,1,2891
Ikebukuro West Gate Park,TV,12,40359
Jewelpet Sunshine,TV,52,10359
Shin Tenchi Muyou!,TV,26,538
Sora no Method: Aru Shoujo no Kyuujitsu★,Special,1,30919
Soukou Kihei Votoms: Koei Futatabi,OVA,1,8250
Starmyu,TV,12,30375
Sword Art Online: Alicization - War of Underworld Reflection,Special,1,40489
Tenjou Tenge,TV,24,174
Tetsujin 28-gou (1980),TV,51,4208
Uchi no Maid ga Uzasugiru!,TV,12,37722
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special,1,39606
Uchuu Senkan Yamato: Kanketsu-hen,Movie,1,3072
Usavich,TV,13,3737
Yesterday wo Utatte,TV,12,39710
Ze Tian Ji 3rd Season,ONA,12,37185
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,TV,13,636
Karneval Specials,Special,11,23425
Keroro,TV,23,21671
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Special,1,3447
Li Linke de Xiao Guaner,ONA,10,48845
Massara,ONA,1,50597
Moshidora,TV,10,9693
Nakanohito Genome [Jikkyouchuu],TV,12,37926
PopoloCrois,TV,26,592
s.CRY.ed Alteration I: Tao,Movie,1,10592
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,Special,2,20843
Kamisama no Inai Nichiyoubi: Kioku,Special,1,20423
Karaoke Senshi Mike-tarou,TV,20,5140
Katte ni Kaizou,OVA,6,10191
Kill Me Baby,TV,13,11079
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,Movie,1,35206
Koitabi: True Tours Nanto,Special,6,17635
Kowarekake no Orgel Special,Special,1,10122
Kurozuka,TV,12,5039
Kyou no 5 no 2 Kagai Jugyou: Mizukake,Special,1,4078
Love Live! School Idol Project OVA,OVA,1,20745
Macross Flash Back 2012,OVA,1,1504
Mushikaburi-hime,TV,12,50923
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,Special,1,2248
Nekomonogatari: Kuro Recap,Special,1,38971
No Guns Life,TV,12,39539
Oroka na Tenshi wa Akuma to Odoru,TV,12,55129
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,TV,26,37328
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,OVA,1,49457
Overlord Movie: Manner Movie,Movie,1,36683
Pandane to Tamago-hime,Movie,1,9798
Paradox Live the Animation,TV,12,51956
Pokemon Movie 13: Genei no Hasha Zoroark,Movie,1,7695
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,Special,1,49138
Project A-Ko,Movie,1,212
"Ququ Bucai, Zaixia Yeguai",ONA,12,54772
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,Special,1,10819
Rayearth,OVA,3,1954
Reikenzan: Eichi e no Shikaku,TV,12,33019
Renkin San-kyuu Magical? Pokaan Specials,Special,3,1489
Saihate no Paladin,TV,12,48761
Saint Seiya: Kamigami no Atsuki Tatakai,Movie,1,1258
Sakura Taisen,TV,25,561
Shakugan no Shana-tan S,Special,4,7375
Shi Ye Miao Yin,ONA,11,44411
.hack//Roots,TV,26,873
A-Channel: Nabe wo Tabeyou,Special,1,35285
Agatha Christie no Meitantei Poirot to Marple,TV,39,244
Binbou Shimai Monogatari,TV,10,1214
Cardfight!! Vanguard: Divinez,TV,13,54142
Chou Denji Robo Combattler V,TV,54,1068
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,Movie,1,8367
D.C.II: Da Capo II,TV,13,2595
Denpa Kyoushi,TV,24,29589
Dog Days'',TV,12,16385
Dominion,OVA,4,1151
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,Movie,1,2678
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,Special,1,40064
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA,1,9347
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,Movie,4,37858
Galaxy Angel S,OVA,1,12225
Ganbare! Kickers,TV,23,3053
Hells,Movie,1,4983
Hotori: Tada Saiwai wo Koinegau,Special,1,475
Houkago no Oujisama,Special,5,24457
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",OVA,1,22057
Iron Kid,TV,26,20945
IS: Infinite Stratos 2 - Hitonatsu no Omoide,OVA,1,20045
Juedai Shuang Jiao,ONA,18,49750
Soul Eater: Late Night Show,Special,51,21195
Spriggan (ONA),ONA,6,39489
Switch,OVA,2,3574
Vampire Knight,TV,13,3457
Vinland Saga Season 2: Same Old Story,ONA,1,55272
Yama no Susume Second Season Specials,Special,2,27887
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,Special,1,1843
Zettai Shounen,TV,26,308
Shisha no Teikoku,Movie,1,28625
Shouwa Monogatari,TV,13,10014
Smile Precure!,TV,48,12191
Soukyuu no Fafner: Dead Aggressor - Behind the Line,Movie,1,50675
Spoon Obasan,TV,130,2612
Stella no Mahou,TV,12,32555
Suki tte Ii na yo.: Mei and Marshmallow,Special,10,17409
Tennis no Oujisama: Mini Theater,Special,3,10276
Tenpou Ibun: Ayakashi Ayashi,TV,25,1587
Toaru Kagaku no Railgun: Motto Marutto Railgun,Special,2,8023
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA,2,1648
Warau Salesman,TV,103,3077
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Movie,1,34471
Zone of the Enders: 2167 Idolo,OVA,1,1248
Juusenki L-Gaim,TV,54,2598
Kaze to Ki no Uta Sanctus: Sei Naru Kana,OVA,1,1637
Kimi to Boku,ONA,1,20505
Kodomo no Jikan Recap,OVA,1,4786
Koukaku Kidoutai: SAC_2045 Season 2,ONA,12,41750
Mahou Shoujo Pretty Sammy (1996),TV,26,1502
Micchiri Neko,TV,39,36982
Musaigen no Phantom World,TV,13,31442
Nande Koko ni Sensei ga!? Nande Koko ni Sensei-tachi ga!?,Special,1,39689
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,Movie,1,461
Sengoku Basara: Judge End,TV,12,23201
Shi Fang Wu Sheng,ONA,16,56981
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",OVA,1,7669
3D Kanojo: Real Girl,TV,12,36793
Crusher Joe,Movie,1,2722
Daitoshokan no Hitsujikai,TV,12,17827
Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,Movie,1,50963
Dog Days,TV,13,10155
Dragon Half,OVA,2,870
Edokko Boy: Gatten Tasuke,TV,22,9028
Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,Special,3,40761
Futakoi Alternative,TV,13,126
Genji Monogatari Sennenki,TV,11,5155
Ginga Senpuu Braiger,TV,39,4240
Girigiri Warukunai Watame,ONA,,51768
Gokukoku no Brynhildr,TV,13,21431
Himitsu no Hana no Niwa,ONA,1,54725
Hyakujuu-Ou GoLion,TV,52,1448
IS: Infinite Stratos 2 - World Purge-hen,OVA,1,21653
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,TV,12,37210
Anime 80-nichikan Sekai Isshuu,TV,26,2579
B-gata H-kei,TV,12,7817
Bomberman B-Daman Bakugaiden,TV,48,1672
Can Ci Pin: Fangzhu Xingkong,ONA,16,40885
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Movie,3,37623
Clamp Gakuen Tanteidan,TV,26,1844
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,Movie,1,8368
Dokonjou Gaeru,TV,103,5618
Dream Festival! R,ONA,12,34552
Dual! Parallel Runrun Monogatari Special,Special,1,993
Feng Yu Zhou,Movie,1,38489
Hanebado!,TV,13,37259
Hetalia World★Stars,ONA,12,43591
Ichigo 100% OVA,OVA,4,981
Jewelpet,TV,52,6008
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,Movie,1,8228
Jitsu wa Watashi wa,TV,13,29785
Shirobako Specials,Special,2,28105
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,Movie,1,21969
Sumomomo Momomo: Chijou Saikyou no Yome,TV,22,1568
To Heart 2 AD,OVA,2,4166
To Heart 2 OVA,OVA,3,1720
Versailles no Bara: Seimei Aru Kagiri Aishite,Movie,1,3868
Wata no Kuni Hoshi,Movie,1,1207
Xing Wushen Jue,ONA,40,47044
Yoroshiku Mechadock,TV,30,7160
Zetman,TV,13,11837
Zhen Wu Dianfeng,ONA,40,50647
Kakutou Bijin Wulong: Rebirth,TV,25,968
Kanamemo,TV,13,5914
Kiddy GiRL-AND,TV,24,3349
Koneko no Chi: Ponponra Daibouken,TV,51,33240
Kouya no Kotobuki Hikoutai,TV,12,38301
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,OVA,1,2459
Meitantei Conan: Hannin no Hanzawa-san,TV,12,50010
Montana Jones,TV,52,3313
Overlord Movie: Ple Ple Pleiades,Movie,2,36497
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,1,11009
Shi Yi Chang An: Mingyue Jishi You,ONA,12,41223
Koi to Senkyo to Chocolate: Koi Imouto!,Special,1,18045
Majimoji Rurumo,TV,12,23945
Mato Seihei no Slave,TV,12,50392
Misaki no Mayoiga,Movie,1,43755
Mokke Specials,Special,2,4202
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,OVA,1,40460
Omamori Himari,TV,12,6324
Overlord: Ple Ple Pleiades 2,ONA,13,37087
Pokemon Crystal: Raikou Ikazuchi no Densetsu,Special,1,1525
Queen Emeraldas,OVA,4,1553
"Ququ Bucai, Zaixia Yeguai 2nd Season",ONA,16,55762
Ryuuou no Oshigoto!,TV,12,35905
Saint October,TV,26,1724
Senkou no Night Raid,TV,13,6973
Senkou no Night Raid Specials,Special,3,8800
Shin Angyo Onshi,Movie,1,884
Aishite Knight,TV,42,2221
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,Special,1,49487
Captain Tsubasa: Europe Daikessen,Movie,1,2118
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,Movie,1,2121
Chikyuugai Shounen Shoujo,ONA,6,37914
Cobra The Animation: The Psycho-Gun,OVA,4,4646
Cobra The Animation: Time Drive,OVA,2,5031
Dagashi Kashi 2,TV,12,36049
Devil Survivor 2 The Animation,TV,13,16512
Devils Line,TV,12,35928
Digimon Frontier: Ornismon Fukkatsu!!,Movie,1,3031
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie,1,900
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special,1,5152
Dubu Wangu,ONA,40,56716
Fate/stay night TV Reproduction,OVA,2,7559
Hibike! Euphonium: Suisougaku-bu no Nichijou,Special,7,31096
Hirune Hime: Shiranai Watashi no Monogatari,Movie,1,33204
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Special,1,36439
Toaru Kagaku no Railgun T: Motto Marutto Railgun,Special,2,43483
Yaku nara Mug Cup mo: Niban Gama,TV,12,49263
Yama no Susume,TV,12,14355
Yi Ren Zhi Xia 3: Rushi Pian,ONA,8,38536
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,Special,1,42880
Sword Art Online: Alicization - Recollection,Special,1,39239
Tegamibachi: Omakebachi,Special,25,9673
Toaru Majutsu no Index III,TV,26,36432
Touch: Cross Road - Kaze no Yukue,Special,1,1539
Touken Ranbu: Hanamaru,TV,12,33023
Unbelievable Space Love,ONA,10,49059
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,Movie,1,48573
Weiß Kreuz OVA,OVA,2,1024
Wo Shi Da Shenxian 2nd Season,ONA,16,48369
Yi Ren Zhi Xia,TV,12,33421
You Shou Yan,ONA,12,54974
Zi Chuan,ONA,42,44389
Zombie-Loan,TV,11,2404
Juushin Enbu: Hero Tales,TV,26,2772
"Kanojo, Okarishimasu 2nd Season",TV,12,42963
Kantai Collection: KanColle,TV,12,21511
Kawaisugi Crisis,TV,12,53163
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Special,1,30915
Kero 0: Shuppatsu da yo! Zenin Shuugou!,Special,1,11299
Kimi no Iru Machi,TV,12,17741
Kobato.: Hajimete no Kobato.,Special,8,10098
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV,13,1578
Kui Cheng Shoufu Cong Youxi Kaishi,ONA,,57663
Kurokami: Tora to Tsubasa,Special,1,6794
Macross Dynamite 7,OVA,4,1398
Mahou Shoujo Lalabel,TV,49,3878
Mugen no Juunin,TV,13,4151
Muu no Hakugei,TV,26,4933
Nijiyon Animation,TV,12,53077
Nyani ga Nyandaa Nyandaa Kamen,TV,83,9810
Pretty Rhythm: Aurora Dream - Prism Shougekijou,Special,51,11911
Rilakkuma to Yuuenchi,ONA,8,43694
Akkun to Kanojo,TV,25,36864
Anhe Zhuan,ONA,26,51727
Binan Koukou Chikyuu Bouei-bu LOVE!,TV,12,27727
Boku no Hero Academia (ONA),ONA,2,51781
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,Special,3,48861
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,Special,1,8728
Da Li Si Rizhi,ONA,12,38742
Dragon Ball Movie 3: Makafushigi Daibouken,Movie,1,892
Fullmetal Alchemist: The Sacred Star of Milos Specials,ONA,4,10842
Ged Senki,Movie,1,1829
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,Special,1,29853
Hakaima Sadamitsu,TV,10,1465
I''s Pure,OVA,6,811
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,OVA,1,10794
ACCA: 13-ku Kansatsu-ka Specials,Special,6,35720
Aishen Qiaokeli-ing...,ONA,15,32323
Atom: The Beginning,TV,12,33371
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,OVA,1,35182
Black★Rock Shooter (TV),TV,8,11285
Bucchigiri?!,TV,12,55358
Captain Tsubasa: Saikyou no Teki! Holland Youth,OVA,1,2122
Chihayafuru 3: Ima Hitotabi no,Special,1,41105
Chou Robot Seimeitai Transformers Micron Densetsu,TV,52,1675
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,Movie,1,2172
Dekoboko Majo no Oyako Jijou,TV,12,52985
Di Gi Charat,TV,16,293
Double Decker! Doug & Kirill,TV,13,37496
Engage Kiss,TV,13,51417
Fate/kaleid liner Prisma☆Illya 2wei! Specials,Special,5,25011
Gakusen Toshi Asterisk,TV,12,30544
Galaxy Angel Specials,Special,2,13287
gdgd Fairies,TV,12,11809
Gi(a)rlish Number,TV,12,32607
Grappler Baki,OVA,1,1859
Heroman,TV,26,4334
Honoo no Mirage: Minagiwa no Hangyakusha,OVA,3,1020
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,Special,1,11161
Huo Feng Liao Yuan,ONA,16,41220
Huyao Xiao Hongniang: Mu Tiancheng,ONA,12,44097
Hypnosis Mic: Division Rap Battle - Rhyme Anima,TV,13,40803
Ichigo 100% Special 2,Special,1,641
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,Special,1,642
IDOLiSH7 Special Program: Kimi to Furikaeranai to!,Special,1,37710
Isshuukan Friends. Specials,Special,12,24821
Isshuukan Friends. Tomodachi to no Omoide,Special,1,30376
Shingetsutan Tsukihime,TV,12,169
Silent Möbius,TV,26,1517
Strait Jacket,OVA,3,3086
Stratos 4 Advance Kanketsu-hen,OVA,2,1584
Taimadou Gakuen 35 Shiken Shoutai,TV,12,24133
Tennis no Oujisama: Oshougatsu Special,Special,1,5996
Wan Jie Xian Zong 5th Season,ONA,,49305
Wan Jie Xian Zong 5th Season,ONA,,49305
Xiao Mo Tou Baolu La! 2,ONA,13,51645
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,TV,12,18677
Kingdom Hearts χ Back Cover,OVA,1,35776
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV,12,51213
Kiss x Sis,OVA,12,5042
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,Special,1,1415
Lupin III: Goodbye Partner,Special,1,38720
Mirai Robo Daltanias,TV,47,4411
Monkey Turn,TV,25,2740
One Piece: Densetsu no Log! Akagami no Shanks!,Special,1,52921
Onegai☆Twins,TV,12,196
Ookami Shoujo to Kuro Ouji Recap,Special,1,29129
Overlord: Ple Ple Pleiades 3,ONA,13,37781
Pokemon: Pikachu no Natsuyasumi,Movie,1,5526
Recorder to Randoseru Re♪,TV,13,13377
Sakamoto desu ga? Sakamoto deshita?,Special,1,33524
"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",OVA,1,5045
Kannazuki no Miko,TV,12,143
Kasumin 2nd Season,TV,26,27723
Kemono no Souja Erin Recap,Special,10,7904
"Kono Danshi, Sekka ni Nayandemasu.",OVA,1,25143
Koufuku Graffiti,TV,12,24629
Kure-nai OVA,OVA,2,8078
Kyouryuu Daisensou Izenborg,TV,39,4073
Lengxue Kuang Yan,ONA,1,45042
Lupin III: Touhou Kenbunroku - Another Page,Special,1,15783
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,TV,13,38256
Master Mosquiton '99,TV,26,1806
Meiken Lassie,TV,25,3425
Musaigen no Phantom World: Mizutama no Kiseki,Special,1,33075
Nitian Xie Shen,ONA,94,50230
Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,Special,1,34283
Ojamajo Doremi OVA,OVA,3,12591
One Piece 3D: Gekisou! Trap Coaster,Movie,1,12001
Osomatsu-san Movie: Zensetsu Gekijou,Special,6,41052
Shaonu Qianxian: Renxing Xiao Juchang 2,ONA,12,42949
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,TV,12,44881
Ai Tenshi Densetsu Wedding Peach,TV,51,1533
Armitage III: Dual-Matrix,Movie,1,492
Bem Movie: Become Human,Movie,1,42129
Beyblade X,TV,,56566
Buzzer Beater 2nd Season,TV,13,2684
Chiikawa,TV,,50250
City Hunter Movie: Tenshi no Namida,Movie,1,51585
Dragon Quest: Your Story,Movie,1,39274
Dubu Xiaoyao,ONA,,42267
Fushigi Yuugi: Eikouden,OVA,4,124
Inazuma Eleven: Outer Code,ONA,6,34178
Shinmai Maou no Testament Burst,TV,10,30363
Sword Art Online: Full Dive - Opening Eizou,Movie,1,53588
Taiyou no Mokushiroku: A Spirit of the Sun,Special,2,1857
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,OVA,1,22759
Tsubasa to Hotaru,Special,1,21781
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,Special,1,1129
Xiao Lu He Xiao Lan 2nd Season,ONA,12,53448
Yaoguai Mingdan,ONA,18,29089
Shinkyoku Soukai Polyphonica,TV,12,1727
Shinmai Maou no Testament Burst Specials,Special,5,32409
Super Lovers,TV,10,31680
Super Robot Taisen OG: Divine Wars,TV,25,1603
Synduality: Noir,TV,12,53026
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",Special,1,27419
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Movie,1,2625
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Movie,1,31055
Toji no Miko,TV,24,35589
Tytania,TV,26,4066
Wangu Xian Qiong,ONA,12,36148
Yozakura Quartet,TV,12,4548
Yuu☆Yuu☆Hakusho (Movie),Movie,1,882
Zuori Qing Kong,Movie,1,37207
Kami-tachi ni Hirowareta Otoko 2nd Season,TV,12,49109
Kamisama ni Natta Hi,TV,12,41930
Kidou Senshi Victory Gundam,TV,51,89
Kishin Taisen Gigantic Formula,TV,26,2215
Koko wa Green Wood,OVA,6,1804
Kousoku Denjin Albegus,TV,45,5891
Lamune,TV,12,670
Macross Δ Movie: Gekijou no Walküre,Movie,1,36077
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,OVA,1,39382
Monster Farm: Enbanseki no Himitsu,TV,48,1469
Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,Movie,1,3752
Neo Angelique Abyss,TV,13,3615
No Game No Life: Zero - Manner Movie,Movie,1,37402
Pupipo!,TV,15,21325
Ranma ½: DoCo Music Video,OVA,1,10824
s.CRY.ed Alteration II: Quan,Movie,1,12223
Saint Seiya: Jashin Eris,Movie,1,1256
Shin Koihime†Musou,TV,12,6112
22/7,TV,12,40148
30th Gundam Perfect Mission,OVA,1,7113
Attacker You!,TV,58,3081
Baja no Studio: Baja no Mita Umi,OVA,1,39735
Beatless Final Stage,TV,4,38020
Brave Witches,TV,12,32866
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA,1,35314
Cardfight!! Vanguard: Asia Circuit-hen,TV,39,13145
CB Chara Go Nagai World,OVA,3,2692
ChroNoiR Episode.0,ONA,1,56111
Cossette no Shouzou,OVA,3,514
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,Movie,1,8361
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,Movie,1,12499
Cue!,TV,24,43735
Dai Mahou Touge Omake,Special,4,1841
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie,1,899
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,Special,1,5072
Eromanga-sensei OVA,OVA,2,36792
Etotama,TV,12,28221
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Movie,4,37859
Freezing,TV,12,9367
Fumetsu no Anata e: Fushi no Tabiji,Special,1,49287
Futari wa Precure: Max Heart Movie 1,Movie,1,1930
Golgo 13,Movie,1,1760
Hidan no Aria,TV,12,8630
Hoshi no Oujisama Petit Prince,TV,35,3811
Hypnosis Mic: Division Rap Battle - Rhyme Anima +,TV,13,54858
Araiguma Rascal,TV,52,2576
Bakuretsu Tenshi,TV,24,109
Battle Spirits: Saga Brave,ONA,3,38916
Boku to Roboko,TV,28,51940
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,TV,13,53494
Cardfight!! Vanguard Movie: Neon Messiah,Movie,1,23991
Chikyuu Shoujo Arjuna,TV,13,812
Crayon Shin-chan Gaiden: Kazokuzure Ookami,ONA,13,34835
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,Movie,1,8366
Dear Boys,TV,26,292
DearS: Kin no Tama desu no?,Special,1,1817
Dr. Rin ni Kiitemite!,TV,51,2259
Eternity Memories,Special,1,51234
Fantascope: Tylostoma,OVA,1,5802
Getter Robo,TV,51,3579
Goal FH: Field Hunter,TV,39,5217
Gundam: G no Reconguista Movie II - Bellri Gekishin,Movie,1,40890
Hikari to Mizu no Daphne,TV,24,1082
Hinako Note,TV,12,33948
Ijigen no Sekai El-Hazard,TV,13,115
Innocent Venus,TV,12,1230
Shinpi no Sekai El-Hazard Season 2,OVA,4,118
Shokei Shoujo no Virgin Road,TV,12,47162
Shu Tian Fu Mo Lu,ONA,16,55186
Shuumatsu no Walküre,ONA,12,44942
Tales of Phantasia The Animation,OVA,4,391
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,Special,1,45753
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,OVA,1,9063
UFO Princess Valkyrie,TV,12,1127
Wanwan Sanjuushi,TV,26,3761
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,OVA,1,22117
X OVA,OVA,1,595
Yi Ren Zhi Xia 5th season,ONA,12,51191
Ze Tian Ji,ONA,13,31838
Koukou Butouden Crows,OVA,2,6293
Kuro no Su: Chronus,Movie,1,20889
Lupin III: Kiri no Elusive,Special,1,3019
Macross 7 Plus,Special,11,6209
Mahoujin Guruguru Movie,Movie,1,796
Mijikamon,ONA,12,25045
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,OVA,1,1074
Naruto: The Cross Roads,Special,1,7367
Ochikobore Fruit Tart,TV,12,39609
Ojamajo Doremi: Honobono Gekijou,OVA,5,50848
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,OVA,3,9988
Peter Pan no Bouken,TV,41,1638
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,Movie,1,2201
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,Movie,1,25857
Rockman.EXE Beast+,TV,26,2713
Sansha Sanyou Specials,Special,3,33173
Shadowverse Flame: Seven Shadows-hen,TV,25,54854
Shen Wu Tianzun,ONA,,50898
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",TV,12,53488
Kasumin,TV,26,27721
Kitaku-bu Katsudou Kiroku,TV,12,18495
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Special,1,3546
Kogepan,TV,10,580
Kyouki Sanmyaku: Naked Peak,Movie,1,53849
Lian Qi Lianle 3000 Nian,ONA,16,50538
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,Special,1,1431
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,Special,4,49291
Majime ni Fumajime Kaiketsu Zorori,TV,97,2707
Marulk-chan no Nichijou,Movie,4,40897
Megazone 23,OVA,4,1935
Meiken Jolie,TV,52,3836
Meitantei Conan: Shakunetsu no Ginga Tetsudou,Movie,1,42476
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,OVA,1,15431
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,Movie,1,49842
Pokemon: Pikachu to Eevee Friends,Movie,1,16678
Rinne no Lagrange: Kamogawa Days,OVA,1,13727
Robotica*Robotics,OVA,1,12137
Seiken Tsukai no World Break,TV,12,22663
Senjou no Valkyria: SenVal Theater,Special,9,7016
Argento Soma,TV,25,285
Bakuten Shoot Beyblade,TV,51,288
Bakutou Sengen Daigunder,TV,39,3271
Black Lagoon Omake,Special,7,8440
Chiisana Kyojin Microman,TV,52,3114
Choujigen Game Neptune: Hi☆Light,Special,2,40073
Fei Ren Zai 1st Season Part 4,ONA,12,48374
Gaikotsu Shotenin Honda-san OVA,OVA,1,38527
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,TV,35,6472
