name,type,episodes,mal_link
NHK ni Youkoso!,TV,24,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
Ookami to Koushinryou II,TV,12,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
Hibike! Euphonium 2,TV,13,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
Hunter x Hunter: Original Video Animation,OVA,8,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,11,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
Ashita no Joe,TV,79,https://myanimelist.net/anime/2402/Ashita_no_Joe
Boku dake ga Inai Machi,TV,12,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
Boku no Hero Academia 6th Season,TV,25,https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season
Diamond no Ace: Second Season,TV,51,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
Evangelion Movie 2: Ha,Movie,1,https://myanimelist.net/anime/3784/Evangelion_Movie_2__Ha
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie,12,https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu
Wu Liuqi: Xuanwu Guo Pian,ONA,10,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian
Kage no Jitsuryokusha ni Naritakute!,TV,20,https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute
Meitantei Conan Movie 06: Baker Street no Bourei,Movie,1,https://myanimelist.net/anime/1365/Meitantei_Conan_Movie_06__Baker_Street_no_Bourei
Sakamichi no Apollon,TV,12,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
Kuroko no Basket 3rd Season,TV,25,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
86,TV,11,https://myanimelist.net/anime/41457/86
Beck,TV,26,https://myanimelist.net/anime/57/Beck
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie,12,https://myanimelist.net/anime/51805/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Sakubou
Initial D Final Stage,TV,4,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
Steins;Gate: Oukoubakko no Poriomania,Special,1,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
Yubisaki to Renren,TV,12,https://myanimelist.net/anime/55866/Yubisaki_to_Renren
Shirobako,TV,24,https://myanimelist.net/anime/25835/Shirobako
Tenki no Ko,Movie,1,https://myanimelist.net/anime/38826/Tenki_no_Ko
Tokyo Godfathers,Movie,1,https://myanimelist.net/anime/759/Tokyo_Godfathers
Yuukoku no Moriarty Part 2,TV,13,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2
Kino no Tabi: The Beautiful World,TV,13,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
Major: World Series,OVA,2,https://myanimelist.net/anime/11917/Major__World_Series
Mushoku Tensei II: Isekai Ittara Honki Dasu,TV,12,https://myanimelist.net/anime/51179/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu
Ninja Kamui,TV,12,https://myanimelist.net/anime/56285/Ninja_Kamui
Redline,Movie,1,https://myanimelist.net/anime/6675/Redline
BanG Dream! It's MyGO!!!!!,TV,13,https://myanimelist.net/anime/54959/BanG_Dream_Its_MyGO
Blue Lock,TV,24,https://myanimelist.net/anime/49596/Blue_Lock
Doukyuusei (Movie),Movie,1,https://myanimelist.net/anime/30346/Doukyuusei_Movie
Dr. Stone,TV,24,https://myanimelist.net/anime/38691/Dr_Stone
Gintama: Shinyaku Benizakura-hen,Special,1,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
Hotarubi no Mori e,Movie,1,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
Fate/Zero,TV,13,https://myanimelist.net/anime/10087/Fate_Zero
Gin no Saji 2nd Season,TV,11,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
Shinsekai yori,TV,25,https://myanimelist.net/anime/13125/Shinsekai_yori
Spy x Family Part 2,TV,13,https://myanimelist.net/anime/50602/Spy_x_Family_Part_2
Tsubasa: Tokyo Revelations,OVA,3,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
Yuru Camp△,TV,12,https://myanimelist.net/anime/34798/Yuru_Camp△
Koukaku Kidoutai,Movie,1,https://myanimelist.net/anime/43/Koukaku_Kidoutai
Naruto: Shippuuden,TV,500,https://myanimelist.net/anime/1735/Naruto__Shippuuden
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV,11,https://myanimelist.net/anime/51019/Kimetsu_no_Yaiba__Katanakaji_no_Sato-hen
Kobayashi-san Chi no Maid Dragon S,TV,12,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
Nodame Cantabile,TV,23,https://myanimelist.net/anime/1698/Nodame_Cantabile
Planetes,TV,26,https://myanimelist.net/anime/329/Planetes
Diamond no Ace: Act II,TV,52,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie,4,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
Hajime no Ippo: Champion Road,Special,1,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
Space☆Dandy 2nd Season,TV,13,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
Stranger: Mukou Hadan,Movie,1,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
Tenkuu no Shiro Laputa,Movie,1,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
Violet Evergarden: Recollections,Special,1,https://myanimelist.net/anime/53672/Violet_Evergarden__Recollections
World Trigger 3rd Season,TV,14,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special,1,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
Tonari no Totoro,Movie,1,https://myanimelist.net/anime/523/Tonari_no_Totoro
Kuroshitsuji Movie: Book of the Atlantic,Movie,1,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
Sennen Joyuu,Movie,1,https://myanimelist.net/anime/1033/Sennen_Joyuu
Dororo,TV,24,https://myanimelist.net/anime/37520/Dororo
Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
Hunter x Hunter: Greed Island Final,OVA,14,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
Bakemono no Ko,Movie,1,https://myanimelist.net/anime/28805/Bakemono_no_Ko
Boku no Kokoro no Yabai Yatsu,TV,12,https://myanimelist.net/anime/52578/Boku_no_Kokoro_no_Yabai_Yatsu
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,TV,11,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen
Golden Kamuy 2nd Season,TV,12,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
Hajime no Ippo: Mashiba vs. Kimura,OVA,1,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
Spy x Family Movie: Code: White,Movie,1,https://myanimelist.net/anime/53888/Spy_x_Family_Movie__Code__White
Tanoshii Muumin Ikka,TV,78,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,Special,1,https://myanimelist.net/anime/34036/Meitantei_Conan__Episode_One_-_Chiisaku_Natta_Meitantei
Non Non Biyori Movie: Vacation,Movie,1,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,TV,25,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season
Nodame Cantabile Finale,TV,11,https://myanimelist.net/anime/5690/Nodame_Cantabile_Finale
Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
Danshi Koukousei no Nichijou,TV,12,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
Youjo Senki Movie,Movie,1,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
Tengoku Daimakyou,TV,13,https://myanimelist.net/anime/53393/Tengoku_Daimakyou
Trigun,TV,26,https://myanimelist.net/anime/6/Trigun
Kamisama Hajimemashita◎,TV,12,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎
Kono Sekai no Katasumi ni,Movie,1,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni
Majo no Takkyuubin,Movie,1,https://myanimelist.net/anime/512/Majo_no_Takkyuubin
Major S3,TV,26,https://myanimelist.net/anime/1842/Major_S3
Mimi wo Sumaseba,Movie,1,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba
Ookami to Koushinryou,TV,13,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
Sasaki to Miyano,TV,12,https://myanimelist.net/anime/44055/Sasaki_to_Miyano
Fate/strange Fake: Whispers of Dawn,Special,1,https://myanimelist.net/anime/53127/Fate_strange_Fake__Whispers_of_Dawn
Haikyuu!! Movie 4: Concept no Tatakai,Movie,1,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai
IDOLiSH7 Third Beat!,TV,13,https://myanimelist.net/anime/45577/IDOLiSH7_Third_Beat
Bungou Stray Dogs 3rd Season,TV,12,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,1,https://myanimelist.net/anime/372/Cardcaptor_Sakura_Movie_2__Fuuin_Sareta_Card
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi
Fruits Basket 1st Season,TV,25,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season
Great Pretender,TV,23,https://myanimelist.net/anime/40052/Great_Pretender
Shoujo Kakumei Utena,TV,39,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
Shoujo Shuumatsu Ryokou,TV,12,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou
SKET Dance,TV,77,https://myanimelist.net/anime/9863/SKET_Dance
Wu Shan Wu Xing: Xichuan Huan Zi Lin,ONA,4,https://myanimelist.net/anime/50407/Wu_Shan_Wu_Xing__Xichuan_Huan_Zi_Lin
xxxHOLiC◆Kei,TV,13,https://myanimelist.net/anime/3091/xxxHOLiC◆Kei
Kaguya-hime no Monogatari,Movie,1,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
Kuroko no Basket 2nd Season,TV,25,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
Magi: The Kingdom of Magic,TV,25,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Movie,1,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
Major S1,TV,26,https://myanimelist.net/anime/627/Major_S1
Meitantei Conan Movie 13: Shikkoku no Chaser,Movie,1,https://myanimelist.net/anime/5460/Meitantei_Conan_Movie_13__Shikkoku_no_Chaser
One Piece Movie 14: Stampede,Movie,1,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
Maison Ikkoku,TV,96,https://myanimelist.net/anime/1453/Maison_Ikkoku
ReLIFE: Kanketsu-hen,Special,4,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
Saiki Kusuo no Ψ-nan: Kanketsu-hen,Special,1,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen
Berserk: Ougon Jidai-hen III - Kourin,Movie,1,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin
Horimiya,TV,13,https://myanimelist.net/anime/42897/Horimiya
Horimiya: Piece,TV,13,https://myanimelist.net/anime/54856/Horimiya__Piece
InuYasha: Kanketsu-hen,TV,26,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
Sono Bisque Doll wa Koi wo Suru,TV,12,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
Vanitas no Karte Part 2,TV,12,https://myanimelist.net/anime/49114/Vanitas_no_Karte_Part_2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
xxxHOLiC Rou,OVA,2,https://myanimelist.net/anime/6864/xxxHOLiC_Rou
Yojouhan Time Machine Blues,ONA,6,https://myanimelist.net/anime/49590/Yojouhan_Time_Machine_Blues
Kotarou wa Hitorigurashi,ONA,10,https://myanimelist.net/anime/49909/Kotarou_wa_Hitorigurashi
Liz to Aoi Tori,Movie,1,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori
Major S2,TV,26,https://myanimelist.net/anime/558/Major_S2
Major S4,TV,26,https://myanimelist.net/anime/3226/Major_S4
Nomad: Megalo Box 2,TV,13,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Special,1,https://myanimelist.net/anime/19123/One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
Senki Zesshou Symphogear XV,TV,13,https://myanimelist.net/anime/32843/Senki_Zesshou_Symphogear_XV
Ao Ashi,TV,24,https://myanimelist.net/anime/49052/Ao_Ashi
Asobi Asobase,TV,12,https://myanimelist.net/anime/37171/Asobi_Asobase
Hachimitsu to Clover II,TV,12,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
Holo no Graffiti,ONA,,https://myanimelist.net/anime/44042/Holo_no_Graffiti
Bakuman.,TV,25,https://myanimelist.net/anime/7674/Bakuman
Ballroom e Youkoso,TV,24,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso
Bungou Stray Dogs 2nd Season,TV,12,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season
Chihayafuru,TV,25,https://myanimelist.net/anime/10800/Chihayafuru
Dr. Stone: Ryuusui,Special,1,https://myanimelist.net/anime/50612/Dr_Stone__Ryuusui
Fate/stay night: Unlimited Blade Works,TV,12,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
Girls & Panzer Movie,Movie,1,https://myanimelist.net/anime/18617/Girls___Panzer_Movie
Girls & Panzer: Saishuushou Part 4,Movie,1,https://myanimelist.net/anime/39167/Girls___Panzer__Saishuushou_Part_4
Hunter x Hunter: Greed Island,OVA,8,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
Stand By Me Doraemon 2,Movie,1,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2
Tunshi Xingkong 4th Season,ONA,,https://myanimelist.net/anime/56524/Tunshi_Xingkong_4th_Season
Yoru wa Mijikashi Arukeyo Otome,Movie,1,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome
Little Busters! Refrain,TV,13,https://myanimelist.net/anime/18195/Little_Busters_Refrain
No Game No Life: Zero,Movie,1,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero
Non Non Biyori Repeat,TV,12,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat
K-On!!,TV,26,https://myanimelist.net/anime/7791/K-On
Lycoris Recoil,TV,13,https://myanimelist.net/anime/50709/Lycoris_Recoil
Meitantei Conan,TV,,https://myanimelist.net/anime/235/Meitantei_Conan
Meitantei Conan Movie 20: Junkoku no Nightmare,Movie,1,https://myanimelist.net/anime/32005/Meitantei_Conan_Movie_20__Junkoku_no_Nightmare
Aria the Natural,TV,26,https://myanimelist.net/anime/962/Aria_the_Natural
Black Lagoon: The Second Barrage,TV,12,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage
Cardcaptor Sakura,TV,70,https://myanimelist.net/anime/232/Cardcaptor_Sakura
Digimon Adventure: Last Evolution Kizuna,Movie,1,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna
Dragon Ball Super: Broly,Movie,1,https://myanimelist.net/anime/36946/Dragon_Ball_Super__Broly
Dragon Ball Z,TV,291,https://myanimelist.net/anime/813/Dragon_Ball_Z
Girls & Panzer: Saishuushou Part 3,Movie,1,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3
Higurashi no Naku Koro ni Kai,TV,24,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai
Initial D Fourth Stage,TV,24,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
Initial D Second Stage,TV,13,https://myanimelist.net/anime/186/Initial_D_Second_Stage
Yuukoku no Moriarty,TV,11,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,1,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
Toaru Kagaku no Railgun T,TV,25,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",OVA,1,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
Made in Abyss Movie 1: Tabidachi no Yoake,Movie,1,https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake
Ouran Koukou Host Club,TV,26,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
Akira,Movie,1,https://myanimelist.net/anime/47/Akira
Dr. Stone: Stone Wars,TV,11,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Movie,1,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Movie,4,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
Haikyuu!! Movie 3: Sainou to Sense,Movie,1,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
Death Parade,TV,12,https://myanimelist.net/anime/28223/Death_Parade
Dr. Stone: New World,TV,11,https://myanimelist.net/anime/48549/Dr_Stone__New_World
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen
Lupin III: Cagliostro no Shiro,Movie,1,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Movie,1,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,OVA,1,https://myanimelist.net/anime/49521/Non_Non_Biyori_Nonstop__Bukatsu_wo_Ganbatta
Noragami Aragoto,TV,13,https://myanimelist.net/anime/30503/Noragami_Aragoto
Precure All Stars Movie F,Movie,1,https://myanimelist.net/anime/54650/Precure_All_Stars_Movie_F
Kaiba,TV,12,https://myanimelist.net/anime/3701/Kaiba
Major: Message,OVA,1,https://myanimelist.net/anime/9890/Major__Message
Nisemonogatari,TV,11,https://myanimelist.net/anime/11597/Nisemonogatari
Paripi Koumei,TV,12,https://myanimelist.net/anime/50380/Paripi_Koumei
Princess Tutu,TV,38,https://myanimelist.net/anime/721/Princess_Tutu
Shokugeki no Souma,TV,24,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
Tensei shitara Slime Datta Ken,TV,24,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
Working!!! Lord of the Takanashi,Special,1,https://myanimelist.net/anime/31715/Working_Lord_of_the_Takanashi
Wu Liuqi: Zui Qiang Fa Xing Shi,ONA,10,https://myanimelist.net/anime/40784/Wu_Liuqi__Zui_Qiang_Fa_Xing_Shi
Black Clover,TV,170,https://myanimelist.net/anime/34572/Black_Clover
Given: Uragawa no Sonzai,OVA,1,https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai
Gridman Universe,Movie,1,https://myanimelist.net/anime/50587/Gridman_Universe
IDOLiSH7 Second Beat!,TV,15,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat
JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,12,https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean
Buddy Daddies,TV,12,https://myanimelist.net/anime/53411/Buddy_Daddies
Eiga Daisuki Pompo-san,Movie,1,https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san
Eizouken ni wa Te wo Dasu na!,TV,12,https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na
Gankutsuou,TV,24,https://myanimelist.net/anime/239/Gankutsuou
Given Movie 1,Movie,1,https://myanimelist.net/anime/40421/Given_Movie_1
Golden Kamuy 4th Season,TV,13,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
Hinamatsuri (TV),TV,12,https://myanimelist.net/anime/36296/Hinamatsuri_TV
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Movie,1,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,TV,13,https://myanimelist.net/anime/39592/Kidou_Senshi_Gundam__The_Origin_-_Zenya_Akai_Suisei
Lupin III: Part 5,TV,24,https://myanimelist.net/anime/35857/Lupin_III__Part_5
Nodame Cantabile: Paris-hen,TV,11,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
One Piece Film: Z,Movie,1,https://myanimelist.net/anime/12859/One_Piece_Film__Z
Quanzhi Gaoshou Specials,ONA,3,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials
Seirei no Moribito,TV,26,https://myanimelist.net/anime/1827/Seirei_no_Moribito
Skip to Loafer,TV,12,https://myanimelist.net/anime/50416/Skip_to_Loafer
Tamayura: Sotsugyou Shashin Part 4 - Ashita,Movie,1,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV,13,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season
Douluo Dalu 2nd Season,ONA,237,https://myanimelist.net/anime/37822/Douluo_Dalu_2nd_Season
Ginga Eiyuu Densetsu Gaiden,OVA,24,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,1,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
Katekyou Hitman Reborn!,TV,203,https://myanimelist.net/anime/1604/Katekyou_Hitman_Reborn
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
Meitantei Conan Movie 05: Tengoku e no Countdown,Movie,1,https://myanimelist.net/anime/1364/Meitantei_Conan_Movie_05__Tengoku_e_no_Countdown
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Special,1,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
Kaze Tachinu,Movie,1,https://myanimelist.net/anime/16662/Kaze_Tachinu
Kidou Senshi Gundam 00,TV,25,https://myanimelist.net/anime/2581/Kidou_Senshi_Gundam_00
