name,type,episodes,mal_link
White Album 2nd Season,TV,13,https://myanimelist.net/anime/6165/White_Album_2nd_Season
Xie Wang Zhui Qi,ONA,13,https://myanimelist.net/anime/39188/Xie_Wang_Zhui_Qi
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Special,1,https://myanimelist.net/anime/3546/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Jump_Festa_Special
Kumo no You ni Kaze no You ni,Special,1,https://myanimelist.net/anime/1032/Kumo_no_You_ni_Kaze_no_You_ni
Lian Qi Lianle 3000 Nian,ONA,16,https://myanimelist.net/anime/50538/Lian_Qi_Lianle_3000_Nian
Mahou Sensei Negima! Movie: Anime Final,Movie,1,https://myanimelist.net/anime/7135/Mahou_Sensei_Negima_Movie__Anime_Final
Mahoujin Guruguru Movie,Movie,1,https://myanimelist.net/anime/796/Mahoujin_Guruguru_Movie
Majime ni Fumajime Kaiketsu Zorori,TV,97,https://myanimelist.net/anime/2707/Majime_ni_Fumajime_Kaiketsu_Zorori
Majutsushi Orphen: Revenge,TV,23,https://myanimelist.net/anime/1018/Majutsushi_Orphen__Revenge
Mecha-ude,ONA,1,https://myanimelist.net/anime/37760/Mecha-ude
Meiken Jolie,TV,52,https://myanimelist.net/anime/3836/Meiken_Jolie
Meiken Lassie,TV,25,https://myanimelist.net/anime/3425/Meiken_Lassie
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special,1,https://myanimelist.net/anime/594/Naruto__Takigakure_no_Shitou_-_Ore_ga_Eiyuu_Dattebayo
Nitian Xie Shen,ONA,94,https://myanimelist.net/anime/50230/Nitian_Xie_Shen
No Game No Life Specials,Special,6,https://myanimelist.net/anime/24991/No_Game_No_Life_Specials
"Okoshiyasu, Chitose-chan",TV,24,https://myanimelist.net/anime/38089/Okoshiyasu_Chitose-chan
Pokemon XY: Sora no Hahen,Movie,1,https://myanimelist.net/anime/23849/Pokemon_XY__Sora_no_Hahen
Pokemon: Pikachu to Eevee Friends,Movie,1,https://myanimelist.net/anime/16678/Pokemon__Pikachu_to_Eevee_Friends
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,Movie,1,https://myanimelist.net/anime/25857/PriPara_Movie__Minna_Atsumare_Prism☆Tours
Quanzhi Fashi II,ONA,12,https://myanimelist.net/anime/36318/Quanzhi_Fashi_II
Ro-Kyu-Bu!,TV,12,https://myanimelist.net/anime/10572/Ro-Kyu-Bu
Saint Seiya: Saishuu Seisen no Senshi-tachi,Movie,1,https://myanimelist.net/anime/1260/Saint_Seiya__Saishuu_Seisen_no_Senshi-tachi
Araiguma Rascal,TV,52,https://myanimelist.net/anime/2576/Araiguma_Rascal
Bakutou Sengen Daigunder,TV,39,https://myanimelist.net/anime/3271/Bakutou_Sengen_Daigunder
Bananya,TV,13,https://myanimelist.net/anime/32664/Bananya
Battle Spirits: Saga Brave,ONA,3,https://myanimelist.net/anime/38916/Battle_Spirits__Saga_Brave
Black Lagoon Omake,Special,7,https://myanimelist.net/anime/8440/Black_Lagoon_Omake
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,ONA,7,https://myanimelist.net/anime/4535/Candy_Boy__Nonchalant_Talk_of_the_Certain_Twin_Sisters_in_Daily_Life
Candy☆Boy: Side Story For Archive,ONA,1,https://myanimelist.net/anime/3456/Candy☆Boy__Side_Story_For_Archive
Caramel Honey,ONA,30,https://myanimelist.net/anime/37963/Caramel_Honey
Chuubyou Gekihatsu Boy,TV,11,https://myanimelist.net/anime/38390/Chuubyou_Gekihatsu_Boy
City Hunter Movie: Tenshi no Namida,Movie,1,https://myanimelist.net/anime/51585/City_Hunter_Movie__Tenshi_no_Namida
Crayon Shin-chan Gaiden: Kazokuzure Ookami,ONA,13,https://myanimelist.net/anime/34835/Crayon_Shin-chan_Gaiden__Kazokuzure_Ookami
Deatte 5-byou de Battle,TV,12,https://myanimelist.net/anime/43814/Deatte_5-byou_de_Battle
Dirty Pair: Bouryaku no 005-bin,OVA,1,https://myanimelist.net/anime/1795/Dirty_Pair__Bouryaku_no_005-bin
Dragon Ball Movie 1: Shen Long no Densetsu,Movie,1,https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Movie,1,https://myanimelist.net/anime/903/Dragon_Ball_Z_Movie_10__Kiken_na_Futari_Super_Senshi_wa_Nemurenai
Eternity Memories,Special,1,https://myanimelist.net/anime/51234/Eternity_Memories
Gaikotsu Shotenin Honda-san OVA,OVA,1,https://myanimelist.net/anime/38527/Gaikotsu_Shotenin_Honda-san_OVA
Goal FH: Field Hunter,TV,39,https://myanimelist.net/anime/5217/Goal_FH__Field_Hunter
Gundam Build Fighters: Battlogue,ONA,5,https://myanimelist.net/anime/35567/Gundam_Build_Fighters__Battlogue
Hanaukyou Maid-tai: La Verite,TV,12,https://myanimelist.net/anime/649/Hanaukyou_Maid-tai__La_Verite
Happy☆Lesson Advance,TV,13,https://myanimelist.net/anime/261/Happy☆Lesson_Advance
Happy☆Lesson The Final,OVA,3,https://myanimelist.net/anime/262/Happy☆Lesson_The_Final
Hetalia World★Stars Specials,Special,3,https://myanimelist.net/anime/48627/Hetalia_World★Stars_Specials
Hitohira,TV,12,https://myanimelist.net/anime/1721/Hitohira
Hyakka Ryouran: Samurai Girls,TV,12,https://myanimelist.net/anime/8277/Hyakka_Ryouran__Samurai_Girls
Imanara Maniau! Log Horizon,Special,1,https://myanimelist.net/anime/21235/Imanara_Maniau_Log_Horizon
Inazuma Eleven Go Specials,Special,2,https://myanimelist.net/anime/12585/Inazuma_Eleven_Go_Specials
1000-nen Joou: Queen Millennia,Movie,1,https://myanimelist.net/anime/1549/1000-nen_Joou__Queen_Millennia
Alps Monogatari: Watashi no Annette,TV,48,https://myanimelist.net/anime/2546/Alps_Monogatari__Watashi_no_Annette
"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",ONA,1,https://myanimelist.net/anime/10431/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentaku_ni_Yotte_Tenkai_ga_Kawaru_LIPS_Eizou
Bakusou Kyoudai Let's & Go MAX,TV,51,https://myanimelist.net/anime/2709/Bakusou_Kyoudai_Lets___Go_MAX
Bastard!! Ankoku no Hakaishin Part 2 (ONA),ONA,11,https://myanimelist.net/anime/51366/Bastard_Ankoku_no_Hakaishin_Part_2_ONA
Black Clover: Jump Festa 2016 Special,OVA,1,https://myanimelist.net/anime/33950/Black_Clover__Jump_Festa_2016_Special
Blue Thermal,Movie,1,https://myanimelist.net/anime/49665/Blue_Thermal
Bubuki Buranki: Hoshi no Kyojin,TV,12,https://myanimelist.net/anime/33041/Bubuki_Buranki__Hoshi_no_Kyojin
Candy Boy Episode: EX01 - Mirai Yohouzu,OVA,1,https://myanimelist.net/anime/5116/Candy_Boy_Episode__EX01_-_Mirai_Yohouzu
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,Movie,1,https://myanimelist.net/anime/2119/Captain_Tsubasa__Ayaushi_Zen_Nihon_Jr
Chocotto Sister,TV,24,https://myanimelist.net/anime/1219/Chocotto_Sister
Choujigen Game Neptune: Hi☆Light,Special,2,https://myanimelist.net/anime/40073/Choujigen_Game_Neptune__Hi☆Light
Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,Special,7,https://myanimelist.net/anime/15879/Chuunibyou_demo_Koi_ga_Shitai_Depth_of_Field__Ai_to_Nikushimi_Gekijou
Digimon Adventure 02: The Beginning,Movie,1,https://myanimelist.net/anime/49523/Digimon_Adventure_02__The_Beginning
Doujin Work,TV,12,https://myanimelist.net/anime/2166/Doujin_Work
Fireball Charming,TV,13,https://myanimelist.net/anime/10348/Fireball_Charming
Gamers!,TV,12,https://myanimelist.net/anime/34280/Gamers
Garo: Honoo no Kokuin - Home,Special,1,https://myanimelist.net/anime/32415/Garo__Honoo_no_Kokuin_-_Home
Girls & Panzer: Nihon Senshadou Renmei News,Special,2,https://myanimelist.net/anime/32511/Girls___Panzer__Nihon_Senshadou_Renmei_News
Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,Special,1,https://myanimelist.net/anime/39429/Girls___Panzer__Saishuushou_Part_1_-_Fushou_Akiyama_Yukari_no_Sensha_Kouza
Gundam Build Fighters Try: Island Wars,Special,1,https://myanimelist.net/anime/30533/Gundam_Build_Fighters_Try__Island_Wars
Gundam: G no Reconguista Movie I - Ike! Core Fighter,Movie,1,https://myanimelist.net/anime/38714/Gundam__G_no_Reconguista_Movie_I_-_Ike_Core_Fighter
Gundam: G no Reconguista Movie II - Bellri Gekishin,Movie,1,https://myanimelist.net/anime/40890/Gundam__G_no_Reconguista_Movie_II_-_Bellri_Gekishin
Hanasakeru Seishounen Recaps,Special,3,https://myanimelist.net/anime/6726/Hanasakeru_Seishounen_Recaps
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,Special,1,https://myanimelist.net/anime/10604/Hidan_no_Aria__Butei_ga_Kitarite_Onsen_Kenshuu
Home!,ONA,1,https://myanimelist.net/anime/48577/Home
I My Me! Strawberry Eggs,TV,13,https://myanimelist.net/anime/509/I_My_Me_Strawberry_Eggs
Itoshi no Muco,TV,25,https://myanimelist.net/anime/30651/Itoshi_no_Muco
Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,Movie,1,https://myanimelist.net/anime/5296/Jigoku_Sensei_Nube__Kyoufu_no_Natsuyasumi_Ayashi_no_Umi_no_Densetsu
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,OVA,1,https://myanimelist.net/anime/30365/Shinmai_Maou_no_Testament_Burst__Toujou_Basara_no_Shigoku_Heiwa_na_Nichijou
Shuumatsu no Izetta,TV,12,https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta
SK∞: Crazy Rock Jam,Special,1,https://myanimelist.net/anime/48456/SK∞__Crazy_Rock_Jam
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,Special,1,https://myanimelist.net/anime/39607/Tensei_shitara_Slime_Datta_Ken__Kanwa_-_Veldora_Nikki
Umayuru,ONA,24,https://myanimelist.net/anime/51772/Umayuru
Wu Geng Ji 4th Season,ONA,24,https://myanimelist.net/anime/49398/Wu_Geng_Ji_4th_Season
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,Special,1,https://myanimelist.net/anime/33997/Yu☆Gi☆Oh_The_Dark_Side_of_Dimensions_Special__Eien_no_Rival_-_Yuugi_to_Kaiba
Kami Kuzu☆Idol,TV,10,https://myanimelist.net/anime/50470/Kami_Kuzu☆Idol
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,OVA,1,https://myanimelist.net/anime/1654/Kashimashi__Girl_Meets_Girl_-_Shoujo_wa_Shoujo_ni_Koi_wo_Shita
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",TV,12,https://myanimelist.net/anime/52990/Keikenzumi_na_Kimi_to_Keiken_Zero_na_Ore_ga_Otsukiai_suru_Hanashi
Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,1,https://myanimelist.net/anime/83/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai_-_Millers_Report
Koutetsu Tenshi Kurumi,TV,24,https://myanimelist.net/anime/554/Koutetsu_Tenshi_Kurumi
Kyouki Sanmyaku: Naked Peak,Movie,1,https://myanimelist.net/anime/53849/Kyouki_Sanmyaku__Naked_Peak
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,Special,1,https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi
Magical☆Star Kanon 100%,OVA,1,https://myanimelist.net/anime/17725/Magical☆Star_Kanon_100
Mahou Shoujo Lyrical Nanoha ViVid,TV,12,https://myanimelist.net/anime/25939/Mahou_Shoujo_Lyrical_Nanoha_ViVid
Mahoutsukai Tai! (TV),TV,13,https://myanimelist.net/anime/630/Mahoutsukai_Tai_TV
Mamahaha no Tsurego ga Motokano datta,TV,12,https://myanimelist.net/anime/49470/Mamahaha_no_Tsurego_ga_Motokano_datta
"Maoyuu Maou Yuusha: Kono Monogatari wa, Niku dake de wa Nai no ja!",Special,1,https://myanimelist.net/anime/17743/Maoyuu_Maou_Yuusha__Kono_Monogatari_wa_Niku_dake_de_wa_Nai_no_ja
Masamune-kun no Revenge,TV,12,https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge
Master Mosquiton,OVA,6,https://myanimelist.net/anime/1805/Master_Mosquiton
Munto,OVA,1,https://myanimelist.net/anime/1174/Munto
Nijiiro Days: Nijiiro Biyori,OVA,1,https://myanimelist.net/anime/33181/Nijiiro_Days__Nijiiro_Biyori
Nourin,TV,12,https://myanimelist.net/anime/18095/Nourin
One Piece: Long Ring Long Land-hen,Special,1,https://myanimelist.net/anime/32437/One_Piece__Long_Ring_Long_Land-hen
Re-Kan!,TV,13,https://myanimelist.net/anime/25859/Re-Kan
Ribbon no Kishi,TV,52,https://myanimelist.net/anime/3024/Ribbon_no_Kishi
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,ONA,12,https://myanimelist.net/anime/50421/Shi_Cao_Lao_Long_Bei_Guan_Yi_E_Long_Zhi_Ming
Kaminaki Sekai no Kamisama Katsudou,TV,12,https://myanimelist.net/anime/51693/Kaminaki_Sekai_no_Kamisama_Katsudou
Katsugeki/Touken Ranbu,TV,13,https://myanimelist.net/anime/33018/Katsugeki_Touken_Ranbu
"Kono Danshi, Uchuujin to Tatakaemasu.",OVA,1,https://myanimelist.net/anime/11355/Kono_Danshi_Uchuujin_to_Tatakaemasu
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,Special,1,https://myanimelist.net/anime/10948/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven_-_Tachikoma_na_Hibi
Kyoto Teramachi Sanjou no Holmes,TV,12,https://myanimelist.net/anime/37458/Kyoto_Teramachi_Sanjou_no_Holmes
Loveless,TV,12,https://myanimelist.net/anime/149/Loveless
Mayonaka no Occult Koumuin,TV,12,https://myanimelist.net/anime/37964/Mayonaka_no_Occult_Koumuin
Meitantei Conan: Shakunetsu no Ginga Tetsudou,Movie,1,https://myanimelist.net/anime/42476/Meitantei_Conan__Shakunetsu_no_Ginga_Tetsudou
Mitsuami no Kamisama,Movie,1,https://myanimelist.net/anime/32461/Mitsuami_no_Kamisama
Monster Farm: Legend e no Michi,TV,25,https://myanimelist.net/anime/13201/Monster_Farm__Legend_e_no_Michi
Net Ghost Pipopa,TV,51,https://myanimelist.net/anime/4051/Net_Ghost_Pipopa
Ojamajo Doremi OVA,OVA,3,https://myanimelist.net/anime/12591/Ojamajo_Doremi_OVA
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,Movie,1,https://myanimelist.net/anime/1121/Pokemon_Movie_06__Nanayo_no_Negaiboshi_Jirachi
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,ONA,1,https://myanimelist.net/anime/28431/Pokemon_Omega_Ruby___Alpha_Sapphire__Mega_Special_Animation
Rosario to Vampire,TV,13,https://myanimelist.net/anime/2993/Rosario_to_Vampire
Sankaku Mado no Sotogawa wa Yoru,TV,12,https://myanimelist.net/anime/44387/Sankaku_Mado_no_Sotogawa_wa_Yoru
Schwarzesmarken,TV,12,https://myanimelist.net/anime/30806/Schwarzesmarken
Sengoku Youko: Yonaoshi Kyoudai-hen,TV,13,https://myanimelist.net/anime/56242/Sengoku_Youko__Yonaoshi_Kyoudai-hen
Ai to Yuuki no Pig Girl Tonde Buurin,TV,51,https://myanimelist.net/anime/2041/Ai_to_Yuuki_no_Pig_Girl_Tonde_Buurin
Ai Yori Aoshi: Yumegatari,Special,1,https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari
Akame ga Kill! Recap,Special,1,https://myanimelist.net/anime/26449/Akame_ga_Kill_Recap
Ao no Exorcist Movie Special,Special,1,https://myanimelist.net/anime/13677/Ao_no_Exorcist_Movie_Special
Arcana Famiglia: Capriccio - stile Arcana Famiglia,OVA,1,https://myanimelist.net/anime/15411/Arcana_Famiglia__Capriccio_-_stile_Arcana_Famiglia
Asobi ni Iku yo!: Asobi ni Oide,OVA,1,https://myanimelist.net/anime/9618/Asobi_ni_Iku_yo__Asobi_ni_Oide
Babylon,TV,12,https://myanimelist.net/anime/37525/Babylon
Bakuretsu Tenshi: Infinity,OVA,1,https://myanimelist.net/anime/2205/Bakuretsu_Tenshi__Infinity
Bannou Bunka Neko-Musume,OVA,6,https://myanimelist.net/anime/373/Bannou_Bunka_Neko-Musume
Blood-C: Special Edition,Special,2,https://myanimelist.net/anime/14117/Blood-C__Special_Edition
Blue Seed Omake,Special,14,https://myanimelist.net/anime/3620/Blue_Seed_Omake
Boushoku no Berserk,TV,12,https://myanimelist.net/anime/53439/Boushoku_no_Berserk
Brave 10,TV,12,https://myanimelist.net/anime/11241/Brave_10
Cardfight!! Vanguard: will+Dress Season 2,TV,12,https://myanimelist.net/anime/49820/Cardfight_Vanguard__will_Dress_Season_2
Chiisana Kyojin Microman,TV,52,https://myanimelist.net/anime/3114/Chiisana_Kyojin_Microman
City Hunter: Ryou no Propose,OVA,1,https://myanimelist.net/anime/30818/City_Hunter__Ryou_no_Propose
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,OVA,1,https://myanimelist.net/anime/37910/Code_Realize_-_Sousei_no_Himegimi_-_Set_a_Thief_to_Catch_a_Thief
Digimon Adventure: 20-shuunen Memorial Story,ONA,5,https://myanimelist.net/anime/41206/Digimon_Adventure__20-shuunen_Memorial_Story
Digimon Ghost Game,TV,67,https://myanimelist.net/anime/49515/Digimon_Ghost_Game
Future Card Buddyfight Battsu: All-Star Fight,TV,8,https://myanimelist.net/anime/37611/Future_Card_Buddyfight_Battsu__All-Star_Fight
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,TV,35,https://myanimelist.net/anime/6472/Gakkou_no_Kowai_Uwasa__Hanako-san_ga_Kita
Granblue Fantasy The Animation Season 2,TV,12,https://myanimelist.net/anime/36587/Granblue_Fantasy_The_Animation_Season_2
Gurazeni Season 2,TV,12,https://myanimelist.net/anime/37990/Gurazeni_Season_2
Houkago no Pleiades (TV),TV,12,https://myanimelist.net/anime/17919/Houkago_no_Pleiades_TV
Hyakko Extra,OVA,1,https://myanimelist.net/anime/6958/Hyakko_Extra
Ikkitousen: Dragon Destiny,TV,12,https://myanimelist.net/anime/1956/Ikkitousen__Dragon_Destiny
Shinmai Maou no Testament Departures: Maria no Hizou Eizou,Special,1,https://myanimelist.net/anime/39480/Shinmai_Maou_no_Testament_Departures__Maria_no_Hizou_Eizou
Sore Ike! Anpanman,TV,,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
Stella no Mahou Specials,Special,2,https://myanimelist.net/anime/35522/Stella_no_Mahou_Specials
Tansu Warashi.,Movie,1,https://myanimelist.net/anime/10502/Tansu_Warashi
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,OVA,1,https://myanimelist.net/anime/2725/Tenchi_Muyou__Galaxy_Police_Mihoshi_Space_Adventure
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special,5,https://myanimelist.net/anime/3248/Tenpou_Ibun__Ayakashi_Ayashi_-_Ayashi_Shinkyoku
Thermae Romae Specials,Special,2,https://myanimelist.net/anime/12727/Thermae_Romae_Specials
Viewtiful Joe,TV,51,https://myanimelist.net/anime/278/Viewtiful_Joe
Wo Shi Da Shenxian,ONA,16,https://myanimelist.net/anime/44513/Wo_Shi_Da_Shenxian
You Yao,ONA,12,https://myanimelist.net/anime/41916/You_Yao
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,Movie,1,https://myanimelist.net/anime/28257/Youkai_Watch_Movie_2__Enma_Daiou_to_Itsutsu_no_Monogatari_da_Nyan
Shinkansen Henkei Robo Shinkalion The Animation,TV,76,https://myanimelist.net/anime/36531/Shinkansen_Henkei_Robo_Shinkalion_The_Animation
Shinmai Maou no Testament Specials,Special,6,https://myanimelist.net/anime/30464/Shinmai_Maou_no_Testament_Specials
Shy,TV,12,https://myanimelist.net/anime/53237/Shy
Sora no Otoshimono Final: Eternal My Master,Movie,1,https://myanimelist.net/anime/12783/Sora_no_Otoshimono_Final__Eternal_My_Master
Teekyuu 3,TV,12,https://myanimelist.net/anime/20473/Teekyuu_3
To Heart 2 Adnext,OVA,2,https://myanimelist.net/anime/9005/To_Heart_2_Adnext
Uchi no Shishou wa Shippo ga Nai,TV,13,https://myanimelist.net/anime/49533/Uchi_no_Shishou_wa_Shippo_ga_Nai
Uta∽Kata,TV,12,https://myanimelist.net/anime/688/Uta∽Kata
Video Senshi Lezarion,TV,45,https://myanimelist.net/anime/6672/Video_Senshi_Lezarion
Wan Jie Shen Zhu 2nd Season,ONA,48,https://myanimelist.net/anime/41210/Wan_Jie_Shen_Zhu_2nd_Season
Wellber no Monogatari: Sisters of Wellber Zwei,TV,13,https://myanimelist.net/anime/3501/Wellber_no_Monogatari__Sisters_of_Wellber_Zwei
Witch Craft Works Specials,Special,6,https://myanimelist.net/anime/23487/Witch_Craft_Works_Specials
Yama no Susume: Kabe tte Kowakunai no?,Special,1,https://myanimelist.net/anime/17341/Yama_no_Susume__Kabe_tte_Kowakunai_no
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,OVA,1,https://myanimelist.net/anime/9127/Zettai_Karen_Children__Gentei_Kaikin_OVA_Chou_Sakidori_Special
Kaijin Kaihatsu-bu no Kuroitsu-san,TV,12,https://myanimelist.net/anime/49385/Kaijin_Kaihatsu-bu_no_Kuroitsu-san
Kikaider 01 The Animation,OVA,4,https://myanimelist.net/anime/1768/Kikaider_01_The_Animation
Kurogane Communication,TV,24,https://myanimelist.net/anime/1660/Kurogane_Communication
Lengxue Kuang Yan,ONA,1,https://myanimelist.net/anime/45042/Lengxue_Kuang_Yan
Maburaho,TV,24,https://myanimelist.net/anime/193/Maburaho
Mini Yuri,ONA,4,https://myanimelist.net/anime/40369/Mini_Yuri
Monkey Punch: Manga Katsudou Daishashin,TV,12,https://myanimelist.net/anime/5343/Monkey_Punch__Manga_Katsudou_Daishashin
Moyashimon: Kin Gekijou Deluxe,Special,4,https://myanimelist.net/anime/3618/Moyashimon__Kin_Gekijou_Deluxe
Nekopara,TV,12,https://myanimelist.net/anime/38924/Nekopara
Night Head Genesis,TV,24,https://myanimelist.net/anime/1243/Night_Head_Genesis
Ningyo no Kizu,OVA,1,https://myanimelist.net/anime/2017/Ningyo_no_Kizu
number24,TV,12,https://myanimelist.net/anime/39583/number24
Osomatsu-kun (1988),TV,86,https://myanimelist.net/anime/9883/Osomatsu-kun_1988
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,Movie,1,https://myanimelist.net/anime/49842/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta…_Movie
Oz no Mahoutsukai (TV),TV,52,https://myanimelist.net/anime/2826/Oz_no_Mahoutsukai_TV
Panda Kopanda,Movie,2,https://myanimelist.net/anime/2611/Panda_Kopanda
Recorder to Randoseru,OVA,2,https://myanimelist.net/anime/14627/Recorder_to_Randoseru
RPG Fudousan,TV,12,https://myanimelist.net/anime/48363/RPG_Fudousan
Sand Land,Movie,1,https://myanimelist.net/anime/53882/Sand_Land
Seikaisuru Kado,TV,12,https://myanimelist.net/anime/32032/Seikaisuru_Kado
Seton Doubutsuki: Kuma no Ko Jacky,TV,26,https://myanimelist.net/anime/4514/Seton_Doubutsuki__Kuma_no_Ko_Jacky
Aho Girl,TV,12,https://myanimelist.net/anime/34881/Aho_Girl
Alien 9,OVA,4,https://myanimelist.net/anime/1177/Alien_9
Anne no Nikki,Movie,1,https://myanimelist.net/anime/3829/Anne_no_Nikki
Aoki Ryuusei SPT Layzner OVA,OVA,3,https://myanimelist.net/anime/5755/Aoki_Ryuusei_SPT_Layzner_OVA
Argonavis from BanG Dream!,TV,13,https://myanimelist.net/anime/40677/Argonavis_from_BanG_Dream
Arifureta Shokugyou de Sekai Saikyou Specials,Special,2,https://myanimelist.net/anime/40083/Arifureta_Shokugyou_de_Sekai_Saikyou_Specials
Cardfight!! Vanguard: Legion Mate-hen,TV,33,https://myanimelist.net/anime/21729/Cardfight_Vanguard__Legion_Mate-hen
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,Special,1,https://myanimelist.net/anime/31145/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu_Picture_Drama
Dragon Ball Movie 2: Majinjou no Nemurihime,Movie,1,https://myanimelist.net/anime/891/Dragon_Ball_Movie_2__Majinjou_no_Nemurihime
F,TV,31,https://myanimelist.net/anime/6055/F
Fate/Grand Order: First Order,Special,1,https://myanimelist.net/anime/34321/Fate_Grand_Order__First_Order
Fei Ren Zai 1st Season Part 4,ONA,12,https://myanimelist.net/anime/48374/Fei_Ren_Zai_1st_Season_Part_4
Fortune Dogs,TV,39,https://myanimelist.net/anime/3355/Fortune_Dogs
Gate Keepers 21,OVA,6,https://myanimelist.net/anime/128/Gate_Keepers_21
Gegege no Kitarou (1971),TV,45,https://myanimelist.net/anime/6971/Gegege_no_Kitarou_1971
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,Movie,1,https://myanimelist.net/anime/29868/Go_Princess_Precure_Movie__Go_Go_Gouka_3-bondate
Higurashi no Naku Koro ni Sotsu,TV,15,https://myanimelist.net/anime/48488/Higurashi_no_Naku_Koro_ni_Sotsu
Hikari no Densetsu,TV,19,https://myanimelist.net/anime/2224/Hikari_no_Densetsu
Honoo no Alpenrose: Judy & Randy,TV,20,https://myanimelist.net/anime/3807/Honoo_no_Alpenrose__Judy___Randy
Ichiban Ushiro no Daimaou,TV,12,https://myanimelist.net/anime/7088/Ichiban_Ushiro_no_Daimaou
Aikatsu on Parade! (ONA),ONA,6,https://myanimelist.net/anime/41555/Aikatsu_on_Parade_ONA
Akuma-kun (ONA),ONA,12,https://myanimelist.net/anime/48425/Akuma-kun_ONA
Bakuten Shoot Beyblade 2002,TV,51,https://myanimelist.net/anime/1669/Bakuten_Shoot_Beyblade_2002
Bio Sekai Meisaku Gekijou,ONA,3,https://myanimelist.net/anime/54782/Bio_Sekai_Meisaku_Gekijou
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Special,1,https://myanimelist.net/anime/6479/Candy_Boy_Episode__EX02_-_Shiawase_Kyouyuu_Riron
Candy Candy (Movie),Movie,1,https://myanimelist.net/anime/723/Candy_Candy_Movie
Candy Candy: Candy no Natsu Yasumi,Movie,1,https://myanimelist.net/anime/2802/Candy_Candy__Candy_no_Natsu_Yasumi
Canvas 2: Nijiiro no Sketch,TV,24,https://myanimelist.net/anime/694/Canvas_2__Nijiiro_no_Sketch
Cardfight!! Vanguard (2018),TV,52,https://myanimelist.net/anime/37476/Cardfight_Vanguard_2018
Code:Breaker,TV,13,https://myanimelist.net/anime/11703/Code_Breaker
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,OVA,2,https://myanimelist.net/anime/984/Dragon_Ball_Z__Saiya-jin_Zetsumetsu_Keikaku
Fate/kaleid liner Prisma☆Illya Specials,Special,5,https://myanimelist.net/anime/19109/Fate_kaleid_liner_Prisma☆Illya_Specials
